Date,EXEUMX,MX_GDP,MX_IR,MX_CPI,MX_M3,MX_BOP,MX_DM3,MX_UC,EU_GDP,EU_IR,EU_CPI,EU_M3,EU_BOP,EU_DM3,EU_UC,OIL_Avg
Apr-2019,21.3032,101.1016184,7.78,118.1124967,524.5728123,772.8901235,629.8356698,0.455326585,107.8258857,-0.40,105.10,250.45,9454.348203,264.9,1.8,71.23
May-2019,21.3677,103.7716755,8.07,117.7725258,527.250766,1775.441975,636.59497,0.448492653,107.9234942,-0.40,105.24,251.75,20731.99547,266.3,1.8,71.32
Jun-2019,21.7803,104.9609837,8.25,117.8478214,526.2733237,2009.467901,638.1677993,0.44281027,108.0066519,-0.40,105.41,252.76,11505.14476,267.4,1.4,64.22
Jul-2019,21.3717,101.0709787,8.14,118.290468,539.206669,46.85925926,639.9819781,0.448161002,108.0734177,-0.40,104.91,253.91,20761.60997,268.9,1.1,63.92
Aug-2019,21.9149,104.2003176,8.01,118.2710737,538.4109799,-185.0851852,650.5305171,0.449108051,108.1204834,-0.40,105.06,255.98,28750.40138,272.5,0.8,59.04
Sep-2019,21.5514,103.965178,7.72,118.5813827,538.2481301,-114.4740741,642.8325957,0.435955326,108.1447338,-0.44,105.29,256.78,30230.09609,272.3,0.8,62.83
Oct-2019,21.366,107.4680118,7.66,119.2213949,546.1983598,1346.801235,643.6405908,0.429089804,108.1462103,-0.50,105.44,257.77,25184.78878,273.6,0.9,59.71
Nov-2019,21.3558,106.3013003,7.47,120.1831246,550.4908517,1206.441975,667.5544246,0.415607567,108.1280575,-0.50,105.10,258.66,22313.04938,275.5,1.0,63.21
Dec-2019,21.2209,104.6847369,7.12,120.8539396,548.8357253,552.5567901,693.2331544,0.439743103,108.0980738,-0.50,105.43,258.95,24069.56639,275.4,1.0,67.22
Jan-2020,20.8777,106.7661259,7.12,121.4391915,555.3410369,-2147.244444,679.3896635,0.400712869,108.0702725,-0.50,104.37,260.16,20536.04007,276.9,1.0,63.65
Feb-2020,20.5412,103.6029498,6.96,121.9434436,575.1257462,-2678.888889,682.7640001,0.388934022,108.0595226,-0.50,104.56,261.88,22788.32136,279.4,0.9,55.66
Mar-2020,24.6893,106.5732671,6.81,121.8852606,593.2318963,-2574.766667,715.6329297,0.380533908,95.98140843,-0.50,105.13,268.37,10421.09703,285.1,1.8,32.01
Apr-2020,26.3061,103.214702,6.09,120.6497289,596.6046076,-1539.050617,747.077431,0.390317503,93.41624151,-0.50,105.43,271.32,2018.645945,288.5,1.8,18.38
May-2020,25.5951,97.90568677,5.47,121.1140516,594.0390071,-385.2654321,759.4250432,0.376548819,91.89948151,-0.50,105.33,274.59,5776.369188,292.8,1.6,29.38
Jun-2020,25.1112,104.2261866,5.06,121.7768807,600.8108974,1182.416049,761.1904217,0.370863505,95.79911727,-0.50,105.69,276.68,21158.85888,294.3,1.4,40.27
Jul-2020,25.6935,104.5402528,4.82,122.5766108,601.8204881,4589.78642,773.952834,0.379965059,99.59753241,-0.50,105.32,278.14,16915.62216,297.0,1.2,43.24
Aug-2020,26.2527,100.978199,4.49,123.0591869,602.4812008,5915.916049,772.3656477,0.371290777,103.4036314,-0.50,104.88,278.80,21631.54875,298.4,1.2,44.74
Sep-2020,25.5125,104.1762352,4.38,123.3409748,605.9560482,6586.597531,770.2405669,0.373997091,103.2734376,-0.50,104.96,281.98,29220.94726,301.1,1.2,40.91
Oct-2020,25.0203,100.8645158,4.2,124.0939305,609.2527172,6916.206173,781.8541637,0.346146463,103.1390702,-0.50,105.15,283.46,28064.05915,304.1,1.2,40.19
Nov-2020,24.156,103.8752035,4.23,124.1874795,618.3872915,6040.209877,789.6307707,0.327714757,102.9969915,-0.50,104.80,285.47,25399.78065,306.1,1.1,42.69
Dec-2020,24.2853,102.9540858,4.27,124.6609288,625.2955412,4272.983951,824.122903,0.332002917,102.7431113,-0.50,105.15,289.13,37445.66727,310.4,1.0,49.99
Jan-2021,24.2427,103.0974629,4.22,125.7321793,627.3214669,-1384.523457,824.1797133,0.297846505,102.4887581,-0.50,105.32,290.66,35970.81699,312.6,1.0,54.77
Feb-2021,24.5539,105.3247246,4.12,126.5273461,636.8588408,-2684.919753,823.5510238,0.281036499,102.2297288,-0.50,105.54,,25863.14149,,,62.28
Mar-2021,24.7023,,,,,,,,,-0.50,106.53,,17844.20102,,,65.41
Apr-2021,23.9874,,,,,,,,,-0.50,107.14,,22840.06238,,,64.81
May-2021,24.2581,,,,,,,,,-0.50,107.42,,,,,68.53
Jun-2021,24.1293,,,,,,,,,-0.50,,,,,,
,23.6091,,,,,,,,,,,,,,,
,23.6253,,,,,,,,,,,,,,,
,23.5987,,,,,,,,,,,,,,,
,23.7245,,,,,,,,,,,,,,,
,23.8277,,,,,,,,,,,,,,,
,23.6187,,,,,,,,,,,,,,,
