Date,EXCHUS,HN_GDP,HN_IR,HN_CPI,HN_M3,HN_BOP,HN_DM3,HN_UC,US_GDP,US_IR,US_CPI,US_M3,US_BOP,US_DM3,US_UC,OIL_Avg
2016-06-01,6.5259,99.49,2.90,-0.10,111.3419,70.90,884.9370886,142.1164659,100.5063,0.02,100.6839172,241.2978817,-42514,191.3323923,0.182819941,61.48
2016-07-01,6.5892,99.49,2.90,0.20,112.5014,82.70,882.370771,142.9691647,101.1831,0.03,100.6906678,242.2906869,-40395,192.6675013,0.203354095,56.56
2016-08-01,6.6771,99.49,2.90,0.10,113.6486,78.00,894.1945394,142.9548678,100.9115,0.07,100.548062,243.269424,-44269,194.3672236,0.202840422,46.52
2016-09-01,6.6466,99.50,2.90,0.70,114.7331,65.53,904.4777766,142.0685476,100.5680,0.02,100.3915331,244.3546766,-41711,193.7912523,0.203476131,47.62
2016-10-01,6.6702,99.51,2.90,-0.10,115.7832,24.95,905.3822543,142.6794424,100.1588,0.02,100.3463887,245.1163632,-40955,194.9495703,0.17909849,48.43
2016-11-01,6.7303,99.53,2.90,0.10,116.8109,12.20,913.2590799,140.0256047,99.4099,0.12,100.1345895,246.8125729,-40575,195.0454449,0.179249846,44.27
2016-12-01,6.8402,99.56,2.90,0.20,117.7696,6.94,929.058462,138.9194025,98.8329,0.23,99.79241995,248.0867398,-41116,195.6760809,0.176815193,38.01
2017-01-01,6.9198,99.59,2.90,1.00,118.7757,14.92,945.409891,142.5313069,99.4797,0.26,99.95738702,250.7315407,-40157,196.7418433,0.19872326,30.70
2017-02-01,6.8907,99.63,2.90,-0.20,119.5943,20.32,945.409891,139.381365,98.9583,0.31,100.0396596,252.3594196,-43455,198.2555558,0.198188109,32.18
2017-03-01,6.8694,99.67,2.90,-0.30,120.2932,28.90,961.5764001,139.3674269,98.1954,0.29,100.4704304,253.6496644,-36917,198.7297384,0.198456661,38.21
2017-04-01,6.894,99.71,2.90,0.10,121.0492,51.70,957.3454639,140.5381133,98.4673,0.23,100.9467675,255.2654849,-38127,199.411926,0.226816187,41.58
2017-05-01,6.8876,99.75,2.90,-0.10,121.4682,58.34,959.3558894,142.196463,98.2889,0.27,101.3551771,256.6079826,-39150,200.348359,0.227596064,46.74
2017-06-01,6.8843,99.79,2.90,-0.20,122.0975,59.87,1105.945469,128.9579723,98.7201,0.27,101.6880646,257.9565095,-41873,202.0311105,0.225787783,48.25
2017-07-01,6.8066,99.83,2.90,0.10,123.1019,44.14,1100.083958,127.2815187,98.8992,0.3,101.5235194,259.1342096,-40148,202.1116365,0.186413933,44.95
2017-08-01,6.7694,99.86,2.90,0.40,123.9585,44.57,1110.754773,124.2140341,98.7249,0.3,101.6167617,260.7319426,-40421,203.0145896,0.186269951,45.84
2017-09-01,6.667,99.89,2.90,0.50,125.0239,48.99,1127.52717,127.0212713,98.6060,0.29,101.8610479,261.9237108,-37237,202.8640294,0.185306197,46.57
2017-10-01,6.569,99.91,2.90,0.10,126.0675,83.04,1126.061384,128.6852499,98.6703,0.33,101.9880431,263.3867921,-38765,202.9518999,0.203792126,49.52
2017-11-01,6.6254,99.94,2.90,0.00,127.1524,76.27,1137.434604,128.7495925,98.2288,0.45,101.8294046,264.8860485,-44083,203.8441075,0.204857299,44.73
2017-12-01,6.62,99.96,2.90,0.30,127.9033,54.30,1150.287615,133.6935769,98.8958,0.51,101.8627356,265.691949,-41143,204.1592113,0.203639226,53.31
2018-01-01,6.5932,99.98,2.90,0.60,129.0859,-25.51,1166.851757,132.5304428,98.7446,0.51,102.4563639,267.1992443,-42946,205.0144099,0.224538236,54.58
2018-02-01,6.4233,100.01,2.90,1.20,130.5695,-45.91,1171.052423,134.6774359,98.3676,0.52,102.7787036,268.6181117,-39811,205.8427434,0.224389191,54.87
2018-03-01,6.3183,100.02,2.90,-1.10,131.1126,-49.54,1181.943211,129.0344514,99.1065,0.74,102.8622419,270.0108525,-41476,206.9140154,0.222976447,51.59
2018-04-01,6.3174,100.04,2.90,-0.20,131.7365,-10.63,1177.097244,121.9246531,100.0363,0.8,103.1672834,271.1764942,-44357,208.1210926,0.218895507,52.31
2018-05-01,6.2967,100.06,2.90,-0.20,132.2975,-0.04,1179.333729,132.2272863,100.1470,0.89,103.2554627,272.1974356,-44126,208.8601575,0.218599689,50.33
2018-06-01,6.3701,100.07,2.90,-0.10,132.8013,8.00,1198.556868,132.5578545,100.3042,0.98,103.3491269,272.7460911,-43001,209.4233068,0.214981262,46.37
2018-07-01,6.4651,100.08,2.90,0.30,133.9594,7.23,1196.759033,135.6597083,100.2092,1.07,103.277824,273.8876161,-42007,209.9355407,0.212682562,48.48
2018-08-01,6.7164,100.09,2.90,0.70,134.9996,14.84,1206.931485,138.6849198,99.7055,1.01,103.5870845,274.8723823,-41162,211.2128352,0.211744648,51.70
2018-09-01,6.8453,100.10,2.90,0.70,135.9704,24.58,1217.069709,138.6987883,99.7485,1.03,104.1355683,275.7084288,-41465,212.127409,0.211435302,56.15
2018-10-01,6.8551,100.11,2.90,0.20,136.975,47.68,1213.175086,137.1869715,100.9880,1.07,104.0697503,276.7735841,-41615,213.0659595,0.196667088,57.51
2018-11-01,6.9191,100.12,2.90,-0.30,137.9958,53.25,1224.942885,136.075757,101.2730,1.23,104.0722817,277.4649303,-44623,213.9530731,0.195994199,62.71
2018-12-01,6.9367,100.13,2.90,0.00,139.0737,52.52,1239.397211,141.8861918,101.3696,1.32,104.0111047,278.5220467,-46149,214.3510395,0.210908443,64.37
,,,,,,,,,101.3561,1.41,104.5777307,278.8717392,-47056,214.6453799,0.220918192,69.08
,,,,,,,,,101.6495,1.57,105.0519583,279.727883,-49149,214.8992831,0.219523071,65.32
,,,,,,,,,102.2980,1.7,105.289494,280.861369,-43981,215.4857293,0.226820712,66.02
,,,,,,,,,103.4095,1.76,105.7080294,281.4723261,-45105,215.9725619,0.308707487,72.11
,,,,,,,,,102.5408,1.86,106.1476603,282.7806584,-41185,216.7730434,0.244144008,76.98
,,,,,,,,,103.3045,1.9,106.3168465,283.9804655,-44871,217.7317117,0.258384791,74.40
,,,,,,,,,103.5474,1.96,106.324019,284.565296,-49512,218.2484469,0.258327221,74.25
,,,,,,,,,104.1659,2.03,106.3830864,285.4174203,-49738,218.5908563,0.256903774,72.53
,,,,,,,,,104.1315,2.13,106.5067063,286.0323968,-51773,219.4208665,0.25825031,78.89
,,,,,,,,,103.9874,2.25,106.6948784,286.1791069,-52345,220.0133151,0.281003587,81.03
,,,,,,,,,103.9127,2.33,106.3375201,286.5529161,-50547,220.1417466,0.27910104,64.75
,,,,,,,,,103.8670,2.37,105.997882,288.9424816,-55687,222.025403,0.285912589,57.36
,,,,,,,,,103.3023,2.37,106.1999772,290.3412517,-48818,223.0489518,0.304211167,59.41
,,,,,,,,,102.7280,2.39,106.6488902,291.2054343,-48032,223.8887633,0.304254741,63.96
,,,,,,,,,102.8635,2.4,107.2505348,292.1479963,-49777,224.8369626,0.303433906,66.14
,,,,,,,,,102.2543,2.38,107.8184265,292.8714981,-50074,225.5695944,0.302337517,71.23
,,,,,,,,,102.4519,2.35,108.0479459,294.8772057,-51904,226.8693072,0.303676232,71.32
,,,,,,,,,102.3840,2.17,108.0694634,297.2627517,-50390,228.3250901,0.304163466,64.22
,,,,,,,,,102.0568,2.1,108.2500411,298.6876482,-49959,229.4980937,0.304122873,63.92
,,,,,,,,,102.6882,1.95,108.2445563,300.2291089,-50388,230.7581205,0.280472239,59.04
,,,,,,,,,102.3143,1.89,108.3293603,302.0639897,-48262,232.3052169,0.2673734,62.83
,,,,,,,,,101.4645,1.65,108.5770219,304.6083042,-42720,234.1529531,0.256879745,59.71
,,,,,,,,,101.9876,1.54,108.5187982,306.5718075,-40596,235.9063589,0.232156039,63.21
,,,,,,,,,101.6179,1.54,108.4200711,308.0730737,-45421,237.160231,0.233385764,67.22
,,,,,,,,,101.0918,1.52,108.8407161,309.6989429,-45452,238.1893405,0.234224769,63.65
,,,,,,,,,101.3247,1.52,109.1390069,310.9731099,-41639,239.2041491,0.233990491,55.66
,,,,,,,,,97.4477,0.29,108.9014712,321.8437236,-47157,247.5908409,0.217251941,32.01
,,,,,,,,,84.2018,0.14,108.1732534,342.5157764,-52959,264.0456012,0.205811247,18.38
,,,,,,,,,85.8434,0.13,108.1753629,359.6004663,-54915,275.0230194,0.107159578,29.38
,,,,,,,,,91.1622,0.16,108.7673036,365.3603441,-50675,277.4450297,0.098519255,40.27
,,,,,,,,,94.8887,0.13,109.3174751,368.1820009,-60743,278.2081566,0.091245012,43.24
,,,,,,,,,95.8924,0.1,109.6621761,369.4240122,-63733,278.4225605,0.089806822,44.74
,,,,,,,,,95.6019,0.11,109.8149078,373.9097231,-62625,280.4712413,0.091048628,40.91
,,,,,,,,,96.6454,0.1,109.8604741,376.8459343,-63678,281.420917,0.091258223,40.19
,,,,,,,,,97.1609,0.09,109.7933903,381.0482736,-67307,283.4883136,0.091883481,42.69
,,,,,,,,,98.2854,0.09,109.8967585,384.4889264,-65802,286.5025653,0.091995261,49.99
,,,,,,,,,99.3244,0.08,110.3642355,389.8026448,-67092,287.9528745,0.092480699,54.77
,,,,,,,,,96.4433,0.04,110.9684115,395.2570441,-70643,291.0053174,0.093039007,62.28
,,,,,,,,,98.9318,0.03,111.7544311,,-75025,,,65.41
,,,,,,,,,99.0174,0.02,112.6729306,,-68899,,,64.81
,,,,,,,,,99.8562,0.02,,,,,,68.53
