Date,EXMUS,MX_GDP,MX_IR,MX_CPI,MX_BOP,MX_M3,MX_DM3,MX_UC,US_GDP,US_IR,US_CPI,US_M3,US_BOP,US_DM3Index,US_UC,OIL_Avg
Oct-2017,18.8215,103.4557696,7.03,110.3174314,-314.8246914,467.9365841,562.8403874,0.402296106,100.988,1.07,104.0697503,276.7735841,-41615,213.0659595,0.196667088,57.50772727
Nov-2017,18.9306,105.7098984,7.02,111.4547422,-425.717284,484.9395193,574.290202,0.401202368,101.273,1.23,104.0722817,277.4649303,-44623,213.9530731,0.195994199,62.71409091
Dec-2017,19.1765,103.4450118,7.17,112.1138168,-1008.258025,470.0889018,610.5343629,0.466436288,101.3696,1.32,104.0111047,278.5220467,-46149,214.3510395,0.210908443,64.37368421
Jan-2018,18.9118,105.9275277,7.25,112.7094694,-3527.069136,473.7038617,590.8563891,0.414918437,101.3561,1.41,104.5777307,278.8717392,-47056,214.6453799,0.220918192,69.07727273
Feb-2018,18.6473,106.1193003,7.4,113.1388535,-3954.439506,485.782035,590.8305909,0.415525146,101.6495,1.57,105.0519583,279.727883,-49149,214.8992831,0.219523071,65.3175
Mar-2018,18.5901,101.75113,7.47,113.5048156,-3754.991358,486.4314599,601.0217033,0.420828912,102.298,1.7,105.289494,280.861369,-43981,215.4857293,0.226820712,66.01666667
Apr-2018,18.3876,104.0310102,7.46,113.1199983,-1591.104938,491.3512671,600.2955195,0.414849552,103.4095,1.76,105.7080294,281.4723261,-45105,215.9725619,0.308707487,72.106
May-2018,19.5525,103.4930584,7.51,112.9365887,-1141.234568,497.0252654,602.8372551,0.41644684,102.5408,1.86,106.1476603,282.7806584,-41185,216.7730434,0.244144008,76.9752381
Jun-2018,20.2878,100.3667155,7.64,113.3728292,-1067.760494,493.0831193,617.758242,0.428139707,103.3045,1.9,106.3168465,283.9804655,-44871,217.7317117,0.258384791,74.4047619
Jul-2018,18.9856,108.0002021,7.73,113.9804806,-2153.58642,497.0266926,605.1258643,0.429748158,103.5474,1.96,106.324019,284.565296,-49512,218.2484469,0.258327221,74.25409091
Aug-2018,18.8633,99.81613282,7.73,114.6454783,-2245.72716,499.293728,609.8213267,0.427284696,104.1659,2.03,106.3830864,285.4174203,-49738,218.5908563,0.256903774,72.52826087
Sep-2018,18.9991,105.5404924,7.69,115.1303361,-2127.08642,501.699823,606.3330214,0.424134635,104.1315,2.13,106.5067063,286.0323968,-51773,219.4208665,0.25825031,78.891
Oct-2018,19.1958,105.5427901,7.69,115.7269964,-984.0246914,509.6775613,612.9866372,0.430625933,103.9874,2.25,106.6948784,286.1791069,-52345,220.0133151,0.281003587,81.03217391
Nov-2018,20.2448,102.9071365,7.83,116.7115429,-1054.050617,515.5859504,632.9188567,0.444831679,103.9127,2.33,106.3375201,286.5529161,-50547,220.1417466,0.27910104,64.74818182
Dec-2018,20.0972,106.224007,8.02,117.5295265,-1523.524691,513.9998926,650.3077585,0.492525608,103.867,2.37,105.997882,288.9424816,-55687,222.025403,0.285912589,57.36235294
Jan-2019,19.1704,101.6687601,7.95,117.6299206,-4098.377778,512.4501519,632.760802,0.461331124,103.3023,2.37,106.1999772,290.3412517,-48818,223.0489518,0.304211167,59.40954545
Feb-2019,19.1953,105.7947232,7.93,117.5968362,-4087.3,517.3103925,629.6522393,0.457676372,102.728,2.39,106.6488902,291.2054343,-48032,223.8887633,0.304254741,63.9605
Mar-2019,19.2442,104.8044691,8.02,118.0497504,-3196.222222,515.9115514,631.8065124,0.453011177,102.8635,2.4,107.2505348,292.1479963,-49777,224.8369626,0.303433906,66.13857143
Apr-2019,18.9641,101.1016184,7.78,118.1124967,772.8901235,524.5728123,629.8356698,0.455326585,102.2543,2.38,107.8184265,292.8714981,-50074,225.5695944,0.302337517,71.23333333
May-2019,19.1110,103.7716755,8.07,117.7725258,1775.441975,527.250766,636.59497,0.448492653,102.4519,2.35,108.0479459,294.8772057,-51904,226.8693072,0.303676232,71.31772727
Jun-2019,19.2728,104.9609837,8.25,117.8478214,2009.467901,526.2733237,638.1677993,0.44281027,102.384,2.17,108.0694634,297.2627517,-50390,228.3250901,0.304163466,64.2205
Jul-2019,19.0452,101.0709787,8.14,118.290468,46.85925926,539.206669,639.9819781,0.448161002,102.0568,2.1,108.2500411,298.6876482,-49959,229.4980937,0.304122873,63.91913043
Aug-2019,19.6828,104.2003176,8.01,118.2710737,-185.0851852,538.4109799,650.5305171,0.449108051,102.6882,1.95,108.2445563,300.2291089,-50388,230.7581205,0.280472239,59.04181818
Sep-2019,19.5470,103.965178,7.72,118.5813827,-114.4740741,538.2481301,642.8325957,0.435955326,102.3143,1.89,108.3293603,302.0639897,-48262,232.3052169,0.2673734,62.82666667
Oct-2019,19.3193,107.4680118,7.66,119.2213949,1346.801235,546.1983598,643.6405908,0.429089804,101.4645,1.65,108.5770219,304.6083042,-42720,234.1529531,0.256879745,59.71304348
Nov-2019,19.3261,106.3013003,7.47,120.1831246,1206.441975,550.4908517,667.5544246,0.415607567,101.9876,1.54,108.5187982,306.5718075,-40596,235.9063589,0.232156039,63.21190476
Dec-2019,19.1024,104.6847369,7.12,120.8539396,552.5567901,548.8357253,693.2331544,0.439743103,101.6179,1.54,108.4200711,308.0730737,-45421,237.160231,0.233385764,67.21714286
Jan-2020,18.8066,106.7661259,7.12,121.4391915,-2147.244444,555.3410369,679.3896635,0.400712869,101.0918,1.52,108.8407161,309.6989429,-45452,238.1893405,0.234224769,63.64545455
Feb-2020,18.8423,103.6029498,6.96,121.9434436,-2678.888889,575.1257462,682.7640001,0.388934022,101.3247,1.52,109.1390069,310.9731099,-41639,239.2041491,0.233990491,55.657
Mar-2020,22.3785,106.5732671,6.81,121.8852606,-2574.766667,593.2318963,715.6329297,0.380533908,97.4477,0.29,108.9014712,321.8437236,-47157,247.5908409,0.217251941,32.01136364
Apr-2020,24.1798,103.214702,6.09,120.6497289,-1539.050617,596.6046076,747.077431,0.390317503,84.2018,0.14,108.1732534,342.5157764,-52959,264.0456012,0.205811247,18.3785
May-2020,23.5240,97.90568677,5.47,121.1140516,-385.2654321,594.0390071,759.4250432,0.376548819,85.8434,0.13,108.1753629,359.6004663,-54915,275.0230194,0.107159578,29.37894737
Jun-2020,22.3069,104.2261866,5.06,121.7768807,1182.416049,600.8108974,761.1904217,0.370863505,91.1622,0.16,108.7673036,365.3603441,-50675,277.4450297,0.098519255,40.26681818
Jul-2020,22.3952,104.5402528,4.82,122.5766108,4589.78642,601.8204881,773.952834,0.379965059,94.8887,0.13,109.3174751,368.1820009,-60743,278.2081566,0.091245012,43.24217391
Aug-2020,22.2017,100.978199,4.49,123.0591869,5915.916049,602.4812008,772.3656477,0.371290777,95.8924,0.1,109.6621761,369.4240122,-63733,278.4225605,0.089806822,44.736
Sep-2020,21.6613,104.1762352,4.38,123.3409748,6586.597531,605.9560482,770.2405669,0.373997091,95.6019,0.11,109.8149078,373.9097231,-62625,280.4712413,0.091048628,40.90954545
Oct-2020,21.2804,100.8645158,4.2,124.0939305,6916.206173,609.2527172,781.8541637,0.346146463,96.6454,0.1,109.8604741,376.8459343,-63678,281.420917,0.091258223,40.18954545
Nov-2020,20.4566,103.8752035,4.23,124.1874795,6040.209877,618.3872915,789.6307707,0.327714757,97.1609,0.09,109.7933903,381.0482736,-67307,283.4883136,0.091883481,42.69238095
Dec-2020,19.9604,102.9540858,4.27,124.6609288,4272.983951,625.2955412,824.122903,0.332002917,98.2854,0.09,109.8967585,384.4889264,-65802,286.5025653,0.091995261,49.99363636
Jan-2021,19.9412,103.0974629,4.22,125.7321793,-1384.523457,627.3214669,824.1797133,0.297846505,99.3244,0.08,110.3642355,389.8026448,-67092,287.9528745,0.092480699,54.774
Feb-2021,20.3296,105.3247246,4.12,126.5273461,-2684.919753,636.8588408,823.5510238,0.281036499,96.4433,0.04,110.9684115,395.2570441,-70643,291.0053174,0.093039007,62.2765
