Date,DEXSZUS,SWISS_GDP,SWISS_IR,SWISS_CPI,SWISS_M3,SWISS_BOP,SWISS_DM3,SWISS_UC,US_GDP,US_IR,US_CPI,US_M3,US_BOP,US_DM3Index,US_UC,OIL_Avg
Apr-2016,0.96336,98.1547689113193,-0.7294,105.826309,202.932094,4574.385552,213.999405,28.799,106.7913,0.23,136.6425,255.2654849,-38127,199.411926,0.226816187,41.58
May-2016,0.97771,98.1645646761390,-0.7352,105.7838728,203.3600549,5428.937438,214.5481107,28.002,106.5978,0.27,137.1953,256.6079826,-39150,200.348359,0.227596064,46.74
Jun-2016,0.96951,98.1737654413596,-0.7798,105.9224846,203.0391882,5730.826419,214.4990139,23.749,107.0654,0.27,137.6459,257.9565095,-41873,202.0311105,0.225787783,48.25
Jul-2016,0.98300,98.1776966314584,-0.7476,105.8836088,204.3684041,4232.546925,215.8908756,23.574,107.2597,0.3,137.4232,259.1342096,-40148,202.1116365,0.186413933,44.95
Aug-2016,0.97107,98.1712233887160,-0.7364,105.8363948,204.9677158,4364.739273,216.7141168,23.621,107.0706,0.3,137.5494,260.7319426,-40421,203.0145896,0.186269951,45.84
Sep-2016,0.97324,98.1503434006841,-0.75,105.7736612,204.335548,4879.897893,216.9864436,27.477,106.9417,0.29,137.8801,261.9237108,-37237,202.8640294,0.185306197,46.57
Oct-2016,0.98761,98.1145452913519,-0.73,105.7733811,205.4961165,7587.550471,218.4521705,27.807,107.0114,0.33,138.0520,263.3867921,-38765,202.9518999,0.203792126,49.52
Nov-2016,0.99630,98.0654854881529,-0.749,105.7612387,206.399659,7511.495871,218.9788464,30.330,106.5326,0.45,137.8372,264.8860485,-44083,203.8441075,0.204857299,44.73
Dec-2016,1.01939,98.0067712656161,-0.7292,105.8640782,207.1474469,6461.261778,220.1111551,31.174,107.2560,0.51,137.8824,265.691949,-41143,204.1592113,0.203639226,53.31
Jan-2017,1.00750,97.9447344135641,-0.7286,106.0737682,207.4132069,1716.29509,220.3206221,32.228,107.0920,0.51,138.6859,267.1992443,-42946,205.0144099,0.224538236,54.58
Feb-2017,1.00104,97.8870649341507,-0.7262,106.3389389,208.3161255,758.1168407,221.3180152,29.216,106.6831,0.52,139.1222,268.6181117,-39811,205.8427434,0.224389191,54.87
Mar-2017,1.00148,97.8417487290580,-0.7296,106.2495891,208.9819811,866.173926,223.0422033,30.334,107.4845,0.74,139.2353,270.0108525,-41476,206.9140154,0.222976447,51.59
Apr-2017,1.00086,97.8157623360115,-0.73,106.2879228,209.4490367,4400.423534,222.989332,30.675,108.4929,0.8,139.6482,271.1764942,-44357,208.1210926,0.218895507,52.31
May-2017,0.98668,97.8157385967865,-0.7296,106.2760413,211.3201701,4870.983399,225.2280862,31.181,108.6129,0.89,139.7676,272.1974356,-44126,208.8601575,0.218599689,50.33
Jun-2017,0.96807,97.8473062917258,-0.73,106.1383901,211.2278403,4637.810708,225.2036538,32.048,108.7834,0.98,139.8943,272.7460911,-43001,209.4233068,0.214981262,46.37
Jul-2017,0.96039,97.9126250846124,-0.7256,106.2151417,212.3278954,1700.228581,226.5049637,33.682,108.6804,1.07,139.7978,273.8876161,-42007,209.9355407,0.212682562,48.48
Aug-2017,0.96531,98.0122087639486,-0.7262,106.2949552,213.2950705,1560.098439,227.4997767,29.990,108.1341,1.01,140.2164,274.8723823,-41162,211.2128352,0.211744648,51.70
Sep-2017,0.96254,98.1443641299501,-0.726,106.4834606,212.998534,2216.743402,227.3471117,33.639,108.1808,1.03,140.9589,275.7084288,-41465,212.127409,0.211435302,56.15
Oct-2017,0.98212,98.3022005586645,-0.7268,106.4838728,213.9399233,5846.933776,228.7668456,32.571,109.5250,1.07,140.8698,276.7735841,-41615,213.0659595,0.196667088,57.51
Nov-2017,0.99154,98.4765527654415,-0.752,106.6378616,215.0364432,6464.551218,229.6593078,33.351,109.8341,1.23,140.8732,277.4649303,-44623,213.9530731,0.195994199,62.71
Dec-2017,0.98699,98.6571103015005,-0.7462,106.7690171,214.4770579,6246.366036,229.223396,35.200,109.9389,1.32,140.7904,278.5220467,-46149,214.3510395,0.210908443,64.37
Jan-2018,0.96044,98.8324210872549,-0.745,106.8466292,215.5136883,3271.916416,231.2574928,36.071,109.9243,1.41,141.5574,278.8717392,-47056,214.6453799,0.220918192,69.08
Feb-2018,0.93548,98.9899824214329,-0.7446,106.9775313,215.8538944,2822.472344,231.2822,38.467,110.2425,1.57,142.1993,279.727883,-49149,214.8992831,0.219523071,65.32
Mar-2018,0.94800,99.1167870905038,-0.7354,107.0685362,215.7245495,2977.572008,231.2979008,36.553,110.9458,1.7,142.5208,280.861369,-43981,215.4857293,0.226820712,66.02
Apr-2018,0.96873,99.2012346505577,-0.7282,107.15086,216.2203022,5361.799659,232.167481,37.483,112.1512,1.76,143.0874,281.4723261,-45105,215.9725619,0.308707487,72.11
May-2018,0.99694,99.2345057221107,-0.7348,107.34111,217.25922,5507.548605,233.1262229,35.433,111.2091,1.86,143.6825,282.7806584,-41185,216.7730434,0.244144008,76.98
Jun-2018,0.98997,99.2150533467267,-0.7316,107.3873239,215.9901016,5039.403097,231.4828507,35.108,112.0374,1.9,143.9115,283.9804655,-44871,217.7317117,0.258384791,74.40
Jul-2018,0.99476,99.1567934488337,-0.7278,107.5171907,217.3488464,2601.593762,234.2767317,36.334,112.3008,1.96,143.9212,284.565296,-49512,218.2484469,0.258327221,74.25
Aug-2018,0.98799,99.0790630398317,-0.7284,107.5176423,218.5200204,1922.486377,235.6816499,35.808,112.9716,2.03,144.0011,285.4174203,-49738,218.5908563,0.256903774,72.53
Sep-2018,0.96826,98.9994929267461,-0.7358,107.5474121,217.8639384,1646.311568,234.7078956,37.624,112.9343,2.13,144.1685,286.0323968,-51773,219.4208665,0.25825031,78.89
Oct-2018,0.99400,98.9284726151448,-0.7454,107.6707758,219.3025359,2491.09076,237.0510539,36.523,112.7780,2.25,144.4232,286.1791069,-52345,220.0133151,0.281003587,81.03
Nov-2018,1.00109,98.8715505628112,-0.7382,107.6444355,220.9725818,2482.265037,238.6092093,35.425,112.6970,2.33,143.9395,286.5529161,-50547,220.1417466,0.27910104,64.75
Dec-2018,0.99188,98.8313437368005,-0.7134,107.5035849,221.2570573,2337.855823,240.9120498,31.604,112.6474,2.37,143.4797,288.9424816,-55687,222.025403,0.285912589,57.36
Jan-2019,0.98973,98.8085532504149,-0.713,107.4228533,222.6636306,1448.961872,243.6816603,30.404,112.0350,2.37,143.7533,290.3412517,-48818,223.0489518,0.304211167,59.41
Feb-2019,1.00143,98.8034353098789,-0.7156,107.5731188,223.5536563,1490.06161,244.1499268,30.144,111.4121,2.39,144.3609,291.2054343,-48032,223.8887633,0.304254741,63.96
Mar-2019,1.00052,98.8161412093438,-0.7122,107.8334809,223.791551,1852.25379,244.193628,26.549,111.5591,2.4,145.1753,292.1479963,-49777,224.8369626,0.303433906,66.14
Apr-2019,1.00843,98.8459097096305,-0.7138,107.9326652,224.1417387,3373.785248,244.8160554,27.977,110.8984,2.38,145.9440,292.8714981,-50074,225.5695944,0.302337517,71.23
May-2019,1.01073,98.8916915752025,-0.713,108.0437342,224.8622852,3749.477188,245.8121504,24.318,111.1127,2.35,146.2547,294.8772057,-51904,226.8693072,0.303676232,71.32
Jun-2019,0.98798,98.9516618634822,-0.7256,108.0747597,224.0121859,3817.576444,244.1774332,23.527,111.0390,2.17,146.2838,297.2627517,-50390,228.3250901,0.304163466,64.22
Jul-2019,0.98803,99.0216908096615,-0.768,107.8484158,224.476538,2928.890495,244.8779089,23.284,110.6842,2.1,146.5283,298.6876482,-49959,229.4980937,0.304122873,63.92
Aug-2019,0.97874,99.0964443978315,-0.8554,107.8248445,224.7770257,2868.698775,244.7511678,23.571,111.3690,1.95,146.5208,300.2291089,-50388,230.7581205,0.280472239,59.04
Sep-2019,0.99057,99.1698670851004,-0.7632,107.7106049,223.7934225,2987.808764,251.2595256,23.267,110.9635,1.89,146.6356,302.0639897,-48262,232.3052169,0.2673734,62.83
Oct-2019,0.99305,99.2354292243417,-0.7594,107.3864356,223.5093629,3948.836874,251.3669334,23.541,110.0418,1.65,146.9709,304.6083042,-42720,234.1529531,0.256879745,59.71
Nov-2019,0.99286,99.2844120527155,-0.7228,107.508794,224.1103382,3929.587968,252.4390668,23.519,110.6091,1.54,146.8921,306.5718075,-40596,235.9063589,0.232156039,63.21
Dec-2019,0.98258,99.3048608054859,-0.6884,107.6646615,222.9790906,3592.678459,251.3687984,23.292,110.2082,1.54,146.7584,308.0730737,-45421,237.160231,0.233385764,67.22
Jan-2020,0.96980,99.2818432403866,-0.69,107.6205606,222.8249997,2340.51499,254.5276329,23.269,109.6376,1.52,147.3278,309.6989429,-45452,238.1893405,0.234224769,63.65
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
