Date,DEXSZEU,SWISS_GDP,SWISS_IR,SWISS_CPI,SWISS_M3,SWISS_BOP,SWISS_DM3,SWISS_UC,EU_GDP,EU_IR,EU_CPI,EU_M3,EU_BOP,EU_DM3Index,EU_UC,OIL_Avg
Apr-2018,1.1755,99.2012346505577,-0.7282,107.15086,216.2203022,5361.799659,232.167481,37.483,121.8,-0.40,135.18,238.46,34687.81546,251.5,2.1,72.11
May-2018,1.19375,99.2345057221107,-0.7348,107.34111,217.25922,5507.548605,233.1262229,35.433,121.9,-0.40,136.03,239.75,32927.89738,252.9,2.2,76.98
Jun-2018,1.15245,99.2150533467267,-0.7316,107.3873239,215.9901016,5039.403097,231.4828507,35.108,122.1,-0.40,136.19,241.43,30173.58045,254.9,2.3,74.40
Jul-2018,1.15475,99.1567934488337,-0.7278,107.5171907,217.3488464,2601.593762,234.2767317,36.334,122.2,-0.40,135.88,241.10,25929.35706,254.7,2.2,74.25
Aug-2018,1.15435,99.0790630398317,-0.7284,107.5176423,218.5200204,1922.486377,235.6816499,35.808,122.3,-0.40,136.09,241.61,31572.32396,255.5,2.1,72.53
Sep-2018,1.12595,98.9994929267461,-0.7358,107.5474121,217.8639384,1646.311568,234.7078956,37.624,122.5,-0.40,136.62,242.56,25980.55635,256.5,2.2,78.89
Oct-2018,1.13675,98.9284726151448,-0.7454,107.6707758,219.3025359,2491.09076,237.0510539,36.523,122.6,-0.40,136.96,243.69,23837.87398,257.6,2.1,81.03
Nov-2018,1.14185,98.8715505628112,-0.7382,107.6444355,220.9725818,2482.265037,238.6092093,35.425,122.8,-0.40,136.20,244.68,19369.06026,258.8,2.3,64.75
Dec-2018,1.13265,98.8313437368005,-0.7134,107.5035849,221.2570573,2337.855823,240.9120498,31.604,123.0,-0.40,136.14,246.48,24957.02274,260.9,2.3,57.36
Jan-2019,1.12225,98.8085532504149,-0.713,107.4228533,222.6636306,1448.961872,243.6816603,30.404,123.2,-0.40,134.72,246.90,38708.07203,261.3,2.4,59.41
Feb-2019,1.13995,98.8034353098789,-0.7156,107.5731188,223.5536563,1490.06161,244.1499268,30.144,123.3,-0.40,135.16,247.95,30358.66867,262.5,2.1,63.96
Mar-2019,1.13655,98.8161412093438,-0.7122,107.8334809,223.791551,1852.25379,244.193628,26.549,123.5,-0.40,136.53,249.37,26489.09502,264.1,1.9,66.14
Apr-2019,1.11755,98.8459097096305,-0.7138,107.9326652,224.1417387,3373.785248,244.8160554,27.977,123.6,-0.40,137.51,250.45,9454.348203,264.9,1.8,71.23
May-2019,1.1398,98.8916915752025,-0.713,108.0437342,224.8622852,3749.477188,245.8121504,24.318,123.7,-0.40,137.69,251.75,20731.99547,266.3,1.8,71.32
Jun-2019,1.11915,98.9516618634822,-0.7256,108.0747597,224.0121859,3817.576444,244.1774332,23.527,123.8,-0.40,137.92,252.76,11505.14476,267.4,1.4,64.22
Jul-2019,1.11535,99.0216908096615,-0.768,107.8484158,224.476538,2928.890495,244.8779089,23.284,123.9,-0.40,137.26,253.91,20761.60997,268.9,1.1,63.92
Aug-2019,1.0915,99.0964443978315,-0.8554,107.8248445,224.7770257,2868.698775,244.7511678,23.571,123.9,-0.40,137.46,255.98,28750.40138,272.5,0.8,59.04
Sep-2019,1.08705,99.1698670851004,-0.7632,107.7106049,223.7934225,2987.808764,251.2595256,23.267,124.0,-0.44,137.76,256.78,30230.09609,272.3,0.8,62.83
Oct-2019,1.09305,99.2354292243417,-0.7594,107.3864356,223.5093629,3948.836874,251.3669334,23.541,124.0,-0.50,137.96,257.77,25184.78878,273.6,0.9,59.71
Nov-2019,1.10075,99.2844120527155,-0.7228,107.508794,224.1103382,3929.587968,252.4390668,23.519,123.9,-0.50,137.51,258.66,22313.04938,275.5,1.0,63.21
Dec-2019,1.09935,99.3048608054859,-0.6884,107.6646615,222.9790906,3592.678459,251.3687984,23.292,123.9,-0.50,137.94,258.95,24069.56639,275.4,1.0,67.22
Jan-2020,1.0855,99.2818432403866,-0.69,107.6205606,222.8249997,2340.51499,254.5276329,23.269,123.9,-0.50,136.56,260.16,20536.04007,276.9,1.0,63.65
