Date,EXUSEU_Avg,US_GDP,US_IR,US_CPI,US_M3,US_BOP,US_DM3Index,US_UC,EU_GDP,EU_OR_Avg,EU_CPI,EU_M3,EU_BOP,EU_DM3Index,EU_UC,OIL_Avg
Oct-2014,1.2677,102.9911,0.02,100.1755148,232.3666546,-41067,186.2921009,0.191572155,98.57223044,-0.20,100.06,201.42,29109.09333,207.6,2.1,87.43
Nov-2014,1.2473,103.6669,0.02,99.63462536,233.0921661,-39808,186.3207906,0.192371425,98.73597899,-0.20,99.88,202.75,24012.92086,209.5,2.0,79.44
Dec-2014,1.2329,103.6139,0.03,99.06968698,234.6858797,-42838,188.1949994,0.191884966,98.90412449,-0.20,99.78,205.70,22123.90574,212.8,2.1,62.34
Jan-2015,1.1615,102.8479,0.03,98.6034757,236.0906789,-38871,189.1015393,0.17147665,99.0745348,-0.20,98.24,207.06,44974.82792,214.8,2.1,47.76
Feb-2015,1.1350,102.2292,0.02,99.03171502,238.6591101,-33888,190.6265544,0.171362937,99.2446312,-0.20,98.85,207.63,23731.14012,215.8,2.0,58.10
Mar-2015,1.0819,101.8945,0.03,99.62112422,238.9927248,-48699,191.4316233,0.170796079,99.41151736,-0.20,100.00,208.49,16279.04167,216.8,1.7,55.89
Apr-2015,1.0822,101.2859,0.02,99.82364134,239.7825475,-39853,190.9020626,0.182485329,99.5730947,-0.20,100.43,209.95,20501.67556,218.6,1.7,59.52
May-2015,1.1167,100.8408,0.02,100.3324656,240.3914948,-38573,191.2253402,0.183159728,99.72946378,-0.20,100.71,210.25,25633.05286,219.6,2.1,64.08
Jun-2015,1.1226,100.5063,0.02,100.6839172,241.2978817,-42514,191.3323923,0.182819941,99.88206125,-0.20,100.72,210.59,2740.820685,220.0,2.5,61.48
Jul-2015,1.0997,101.1831,0.03,100.6906678,242.2906869,-40395,192.6675013,0.203354095,100.032969,-0.20,100.11,211.98,29898.64035,221.6,2.6,56.56
Aug-2015,1.1136,100.9115,0.07,100.548062,243.269424,-44269,194.3672236,0.202840422,100.1842311,-0.20,100.12,212.16,22500.31067,222.0,2.7,46.52
Sep-2015,1.1229,100.5680,0.02,100.3915331,244.3546766,-41711,193.7912523,0.203476131,100.3372965,-0.20,100.32,212.90,25585.94587,222.7,2.9,47.62
Oct-2015,1.1228,100.1588,0.02,100.3463887,245.1163632,-40955,194.9495703,0.17909849,100.4924078,-0.20,100.45,214.43,21336.28613,224.9,2.8,48.43
Nov-2015,1.0727,99.4099,0.12,100.1345895,246.8125729,-40575,195.0454449,0.179249846,100.6487081,-0.20,100.01,215.61,24008.81209,225.8,2.7,44.27
Dec-2015,1.0889,98.8329,0.23,99.79241995,248.0867398,-41116,195.6760809,0.176815193,100.8041025,-0.27,100.03,215.96,27085.53359,225.9,2.6,38.01
Jan-2016,1.0855,99.4797,0.26,99.95738702,250.7315407,-40157,196.7418433,0.19872326,100.954839,-0.30,98.56,217.26,30626.22523,227.8,2.6,30.70
Feb-2016,1.1092,98.9583,0.31,100.0396596,252.3594196,-43455,198.2555558,0.198188109,101.0956109,-0.30,98.73,218.45,24880.49929,228.8,2.5,32.18
Mar-2016,1.1134,98.1954,0.29,100.4704304,253.6496644,-36917,198.7297384,0.198456661,101.2281467,-0.35,99.96,218.70,26538.58209,229.1,2.4,38.21
Apr-2016,1.1346,98.4673,0.23,100.9467675,255.2654849,-38127,199.411926,0.226816187,101.3570698,-0.40,100.17,219.71,33303.96235,230.7,2.3,41.58
May-2016,1.1312,98.2889,0.27,101.3551771,256.6079826,-39150,200.348359,0.227596064,101.4898021,-0.40,100.59,220.53,29920.73683,231.4,2.2,46.74
Jun-2016,1.1232,98.7201,0.27,101.6880646,257.9565095,-41873,202.0311105,0.225787783,101.6344493,-0.40,100.77,221.26,25802.54502,232.1,2.1,48.25
Jul-2016,1.1055,98.8992,0.3,101.5235194,259.1342096,-40148,202.1116365,0.186413933,101.7974019,-0.40,100.28,222.44,27415.39872,233.9,2.0,44.95
Aug-2016,1.1207,98.7249,0.3,101.6167617,260.7319426,-40421,203.0145896,0.186269951,101.9830092,-0.40,100.34,222.87,23754.71774,234.1,1.8,45.84
Sep-2016,1.1218,98.6060,0.29,101.8610479,261.9237108,-37237,202.8640294,0.185306197,102.1919368,-0.40,100.72,223.68,27316.77954,235.0,1.7,46.57
Oct-2016,1.1014,98.6703,0.33,101.9880431,263.3867921,-38765,202.9518999,0.203792126,102.4201942,-0.40,100.96,224.06,25091.5151,235.8,1.9,49.52
Nov-2016,1.0792,98.2288,0.45,101.8294046,264.8860485,-44083,203.8441075,0.204857299,102.6615222,-0.40,100.60,225.59,28222.61367,237.2,2.2,44.73
Dec-2016,1.0545,98.8958,0.51,101.8627356,265.691949,-41143,204.1592113,0.203639226,102.9109092,-0.40,101.13,226.75,25765.14775,238.7,2.3,53.31
Jan-2017,1.0635,98.7446,0.51,102.4563639,267.1992443,-42946,205.0144099,0.224538236,103.1640951,-0.40,100.26,227.83,22050.64771,239.7,2.3,54.58
Feb-2017,1.0650,98.3676,0.52,102.7787036,268.6181117,-39811,205.8427434,0.224389191,103.4171281,-0.40,100.66,228.78,33436.04363,240.7,2.4,54.87
Mar-2017,1.0691,99.1065,0.74,102.8622419,270.0108525,-41476,206.9140154,0.222976447,103.6721706,-0.40,101.49,230.49,33086.85649,242.5,2.5,51.59
Apr-2017,1.0714,100.0363,0.8,103.1672834,271.1764942,-44357,208.1210926,0.218895507,103.9304731,-0.40,102.07,230.48,9107.901463,242.9,2.6,52.31
May-2017,1.1050,100.1470,0.89,103.2554627,272.1974356,-44126,208.8601575,0.218599689,104.1927969,-0.40,101.98,230.97,17150.48367,243.1,2.6,50.33
Jun-2017,1.1233,100.3042,0.98,103.3491269,272.7460911,-43001,209.4233068,0.214981262,104.4587881,-0.40,102.08,231.74,20106.33276,243.9,2.4,46.37
Jul-2017,1.1530,100.2092,1.07,103.277824,273.8876161,-42007,209.9355407,0.212682562,104.7259228,-0.40,101.62,232.04,31402.94498,244.6,2.4,48.48
Aug-2017,1.1813,99.7055,1.01,103.5870845,274.8723823,-41162,211.2128352,0.211744648,104.9892862,-0.40,101.89,233.42,36377.77764,246.3,2.2,51.70
Sep-2017,1.1913,99.7485,1.03,104.1355683,275.7084288,-41465,212.127409,0.211435302,105.2411644,-0.40,102.29,234.26,40661.58615,247.5,2.2,56.15
Oct-2017,1.1755,100.9880,1.07,104.0697503,276.7735841,-41615,213.0659595,0.196667088,105.4708428,-0.40,102.34,234.70,37343.22986,247.9,2.1,57.51
Nov-2017,1.1743,101.2730,1.23,104.0722817,277.4649303,-44623,213.9530731,0.195994199,105.668105,-0.40,102.14,235.67,39050.48522,248.7,1.9,62.71
Dec-2017,1.1836,101.3696,1.32,104.0111047,278.5220467,-46149,214.3510395,0.210908443,105.8282917,-0.40,102.49,236.32,34186.99574,249.7,1.8,64.37
Jan-2018,1.2197,101.3561,1.41,104.5777307,278.8717392,-47056,214.6453799,0.220918192,105.9595889,-0.40,101.56,237.17,36460.17028,250.3,1.9,69.08
Feb-2018,1.2340,101.6495,1.57,105.0519583,279.727883,-49149,214.8992831,0.219523071,106.0739766,-0.40,101.78,237.38,31494.16231,250.6,2.0,65.32
Mar-2018,1.2334,102.2980,1.7,105.289494,280.861369,-43981,215.4857293,0.226820712,106.182503,-0.40,102.91,237.58,37907.3445,250.9,2.0,66.02
Apr-2018,1.2270,103.4095,1.76,105.7080294,281.4723261,-45105,215.9725619,0.308707487,106.2881753,-0.40,103.32,238.46,34687.81546,251.5,2.1,72.11
May-2018,1.1823,102.5408,1.86,106.1476603,282.7806584,-41185,216.7730434,0.244144008,106.390582,-0.40,103.97,239.75,32927.89738,252.9,2.2,76.98
Jun-2018,1.1679,103.3045,1.9,106.3168465,283.9804655,-44871,217.7317117,0.258384791,106.4902117,-0.40,104.09,241.43,30173.58045,254.9,2.3,74.40
Jul-2018,1.1685,103.5474,1.96,106.324019,284.565296,-49512,218.2484469,0.258327221,106.593001,-0.40,103.85,241.10,25929.35706,254.7,2.2,74.25
Aug-2018,1.1547,104.1659,2.03,106.3830864,285.4174203,-49738,218.5908563,0.256903774,106.7066107,-0.40,104.01,241.61,31572.32396,255.5,2.1,72.53
Sep-2018,1.1667,104.1315,2.13,106.5067063,286.0323968,-51773,219.4208665,0.25825031,106.8364927,-0.40,104.42,242.56,25980.55635,256.5,2.2,78.89
Oct-2018,1.1488,103.9874,2.25,106.6948784,286.1791069,-52345,220.0133151,0.281003587,106.9811908,-0.40,104.68,243.69,23837.87398,257.6,2.1,81.03
Nov-2018,1.1364,103.9127,2.33,106.3375201,286.5529161,-50547,220.1417466,0.27910104,107.1354986,-0.40,104.10,244.68,19369.06026,258.8,2.3,64.75
Dec-2018,1.1380,103.8670,2.37,105.997882,288.9424816,-55687,222.025403,0.285912589,107.2925491,-0.40,104.05,246.48,24957.02274,260.9,2.3,57.36
Jan-2019,1.1418,103.3023,2.37,106.1999772,290.3412517,-48818,223.0489518,0.304211167,107.4452032,-0.40,102.97,246.90,38708.07203,261.3,2.4,59.41
Feb-2019,1.1349,102.7280,2.39,106.6488902,291.2054343,-48032,223.8887633,0.304254741,107.5869457,-0.40,103.30,247.95,30358.66867,262.5,2.1,63.96
Mar-2019,1.1296,102.8635,2.4,107.2505348,292.1479963,-49777,224.8369626,0.303433906,107.7139474,-0.40,104.35,249.37,26489.09502,264.1,1.9,66.14
Apr-2019,1.1234,102.2543,2.38,107.8184265,292.8714981,-50074,225.5695944,0.302337517,107.8258857,-0.40,105.10,250.45,9454.348203,264.9,1.8,71.23
May-2019,1.1187,102.4519,2.35,108.0479459,294.8772057,-51904,226.8693072,0.303676232,107.9234942,-0.40,105.24,251.75,20731.99547,266.3,1.8,71.32
Jun-2019,1.1295,102.3840,2.17,108.0694634,297.2627517,-50390,228.3250901,0.304163466,108.0066519,-0.40,105.41,252.76,11505.14476,267.4,1.4,64.22
Jul-2019,1.1211,102.0568,2.1,108.2500411,298.6876482,-49959,229.4980937,0.304122873,108.0734177,-0.40,104.91,253.91,20761.60997,268.9,1.1,63.92
Aug-2019,1.1129,102.6882,1.95,108.2445563,300.2291089,-50388,230.7581205,0.280472239,108.1204834,-0.40,105.06,255.98,28750.40138,272.5,0.8,59.04
Sep-2019,1.1011,102.3143,1.89,108.3293603,302.0639897,-48262,232.3052169,0.2673734,108.1447338,-0.44,105.29,256.78,30230.09609,272.3,0.8,62.83
Oct-2019,1.1058,101.4645,1.65,108.5770219,304.6083042,-42720,234.1529531,0.256879745,108.1462103,-0.50,105.44,257.77,25184.78878,273.6,0.9,59.71
Nov-2019,1.1051,101.9876,1.54,108.5187982,306.5718075,-40596,235.9063589,0.232156039,108.1280575,-0.50,105.10,258.66,22313.04938,275.5,1.0,63.21
Dec-2019,1.1114,101.6179,1.54,108.4200711,308.0730737,-45421,237.160231,0.233385764,108.0980738,-0.50,105.43,258.95,24069.56639,275.4,1.0,67.22
Jan-2020,1.1098,101.0918,1.52,108.8407161,309.6989429,-45452,238.1893405,0.234224769,108.0702725,-0.50,104.37,260.16,20536.04007,276.9,1.0,63.65
Feb-2020,1.0911,101.3247,1.52,109.1390069,310.9731099,-41639,239.2041491,0.233990491,108.0595226,-0.50,104.56,261.88,22788.32136,279.4,0.9,55.66
Mar-2020,1.1046,97.4477,0.29,108.9014712,321.8437236,-47157,247.5908409,0.217251941,95.98140843,-0.50,105.13,268.37,10421.09703,285.1,1.8,32.01
Apr-2020,1.0871,84.2018,0.14,108.1732534,342.5157764,-52959,264.0456012,0.205811247,93.41624151,-0.50,105.43,271.32,2018.645945,288.5,1.8,18.38
May-2020,1.0907,85.8434,0.13,108.1753629,359.6004663,-54915,275.0230194,0.107159578,91.89948151,-0.50,105.33,274.59,5776.369188,292.8,1.6,29.38
Jun-2020,1.1259,91.1622,0.16,108.7673036,365.3603441,-50675,277.4450297,0.098519255,95.79911727,-0.50,105.69,276.68,21158.85888,294.3,1.4,40.27
Jul-2020,1.1488,94.8887,0.13,109.3174751,368.1820009,-60743,278.2081566,0.091245012,99.59753241,-0.50,105.32,278.14,16915.62216,297.0,1.2,43.24
Aug-2020,1.1831,95.8924,0.1,109.6621761,369.4240122,-63733,278.4225605,0.089806822,103.4036314,-0.50,104.88,278.80,21631.54875,298.4,1.2,44.74
Sep-2020,1.1785,95.6019,0.11,109.8149078,373.9097231,-62625,280.4712413,0.091048628,103.2734376,-0.50,104.96,281.98,29220.94726,301.1,1.2,40.91
Oct-2020,1.1768,96.6454,0.1,109.8604741,376.8459343,-63678,281.420917,0.091258223,103.1390702,-0.50,105.15,283.46,28064.05915,304.1,1.2,40.19
Nov-2020,1.1826,97.1609,0.09,109.7933903,381.0482736,-67307,283.4883136,0.091883481,102.9969915,-0.50,104.80,285.47,25399.78065,306.1,1.1,42.69
Dec-2020,1.2168,98.2854,0.09,109.8967585,384.4889264,-65802,286.5025653,0.091995261,102.7431113,-0.50,105.15,289.13,37445.66727,310.4,1.0,49.99
Jan-2021,1.2178,99.3244,0.08,110.3642355,389.8026448,-67092,287.9528745,0.092480699,102.4887581,-0.50,105.32,290.66,35970.81699,312.6,1.0,54.77
Feb-2021,1.2094,96.4433,0.04,110.9684115,395.2570441,-70643,291.0053174,0.093039007,102.2297288,-0.50,105.54,,25863.14149,,,62.28
Mar-2021,1.1902,98.9318,0.03,111.7544311,,-75025,,,,-0.50,106.53,,17844.20102,,,65.41
Apr-2021,1.1965,99.0174,0.02,112.6729306,,-68899,,,,-0.50,107.14,,22840.06238,,,64.81
May-2021,1.2146,99.8562,0.02,,,,,,,-0.50,107.42,,,,,68.53
Jun-2021,,,,,,,,,,-0.50,,,,,,
